rcod_hogar,rcod_person,r6,rmujer,redad,rinformal,rDpto,rocu,reduca,ryear,rneduca
01761702111,0176170211102,0.0,1,46,0,Lambayeque,3,2,2022,0.0
01761702111,0176170211103,1194.75,0,22,1,Lambayeque,1,2,2022,0.0
01761702111,0176170211104,0.0,0,15,0,Lambayeque,3,3,2022,10.0
01761711111,0176171111101,1173.4166666666667,0,29,0,Lambayeque,1,4,2022,12.0
01761711111,0176171111102,1045.75,1,28,0,Lambayeque,1,5,2022,16.0
01761713411,0176171341101,591.9166666666666,1,54,1,Lambayeque,1,1,2022,
01761713411,0176171341102,0.0,0,20,0,Lambayeque,3,3,2022,11.0
01761715611,0176171561101,1487.75,0,40,1,Lambayeque,1,3,2022,11.0
01761715611,0176171561102,0.0,1,43,0,Lambayeque,3,3,2022,11.0
01761715611,0176171561103,0.0,0,18,0,Lambayeque,3,3,2022,11.0
01761715611,0176171561104,0.0,1,17,0,Lambayeque,3,3,2022,9.0
01762100711,0176210071101,1196.8333333333333,1,23,0,Lambayeque,1,5,2022,16.0
01762102011,0176210201101,0.0,1,44,0,Lambayeque,3,2,2022,0.0
01762102011,0176210201102,0.0,1,17,0,Lambayeque,3,3,2022,11.0
01762102011,0176210201103,0.0,0,14,0,Lambayeque,2,3,2022,8.0
01762103311,0176210331101,1949.4166666666667,1,63,0,Lambayeque,1,4,2022,14.0
01762104511,0176210451101,1193.4166666666667,0,70,0,Lambayeque,1,3,2022,11.0
01762104511,0176210451102,1203.8333333333333,1,55,1,Lambayeque,1,3,2022,11.0
01762104511,0176210451103,7840.0,1,36,0,Lambayeque,1,5,2022,16.0
01762106011,0176210601101,1463.6666666666667,1,40,1,Lambayeque,1,3,2022,11.0
01762106011,0176210601102,965.1666666666666,1,20,1,Lambayeque,1,4,2022,13.0
01762106011,0176210601103,0.0,1,16,0,Lambayeque,3,3,2022,10.0
01762106011,0176210601104,0.0,0,15,0,Lambayeque,3,3,2022,8.0
01762108711,0176210871101,0.0,1,66,0,Lambayeque,3,2,2022,2.0
01762108711,0176210871102,726.4166666666666,1,33,1,Lambayeque,1,5,2022,18.0
01762111311,0176211131101,1321.0,0,31,1,Lambayeque,1,3,2022,11.0
01762111311,0176211131102,0.0,1,35,0,Lambayeque,3,5,2022,17.0
01762112911,0176211291101,12969.333333333334,0,56,0,Lambayeque,1,5,2022,18.0
01762112911,0176211291102,0.0,1,51,0,Lambayeque,3,5,2022,16.0
01762112911,0176211291103,0.0,1,21,0,Lambayeque,3,5,2022,15.0
01762600211,0176260021101,162.75,0,72,0,Lambayeque,1,3,2022,7.0
01762600211,0176260021102,0.0,1,66,0,Lambayeque,3,3,2022,11.0
01762600711,0176260071101,2033.9166666666667,0,56,0,Lambayeque,1,3,2022,11.0
01762600711,0176260071102,2968.75,1,48,1,Lambayeque,1,4,2022,14.0
01762600711,0176260071103,0.0,0,20,0,Lambayeque,3,5,2022,13.0
01762600711,0176260071104,0.0,0,16,0,Lambayeque,3,3,2022,11.0
01762601911,0176260191101,0.0,0,78,0,Lambayeque,3,3,2022,11.0
01762603211,0176260321101,0.0,0,58,0,Lambayeque,3,3,2022,11.0
01762603711,0176260371101,0.0,0,65,0,Lambayeque,3,4,2022,14.0
01762603711,0176260371102,0.0,1,60,0,Lambayeque,3,4,2022,14.0
01762605911,0176260591101,4720.166666666667,0,47,0,Lambayeque,1,5,2022,18.0
01762605911,0176260591102,3816.0,1,38,0,Lambayeque,1,5,2022,16.0
01762607411,0176260741101,0.0,0,81,0,Lambayeque,3,3,2022,11.0
01762607411,0176260741102,0.0,1,77,0,Lambayeque,3,2,2022,5.0
01762607411,0176260741103,3611.25,0,54,0,Lambayeque,1,3,2022,11.0
01762609111,0176260911101,1505.0833333333333,0,74,0,Lambayeque,1,3,2022,7.0
01762609111,0176260911102,0.0,1,69,1,Lambayeque,1,3,2022,11.0
01762700311,0176270031101,6688.416666666667,0,57,0,Lambayeque,1,5,2022,18.0
01762700311,0176270031102,240.08333333333334,1,49,1,Lambayeque,1,4,2022,16.0
01762700311,0176270031103,0.0,1,19,0,Lambayeque,3,5,2022,12.0
01762701011,0176270101101,0.0,0,77,0,Lambayeque,3,3,2022,11.0
01762701011,0176270101102,0.0,1,75,0,Lambayeque,3,3,2022,10.0
01762701011,0176270101103,2055.3333333333335,0,36,0,Lambayeque,1,5,2022,16.0
01762701011,0176270101104,1953.0833333333333,1,34,0,Lambayeque,1,5,2022,16.0
01762701011,0176270101105,0.0,1,19,0,Lambayeque,3,5,2022,12.0
01762701011,0176270101106,0.0,1,19,0,Lambayeque,3,5,2022,12.0
01762704011,0176270401101,0.0,0,70,0,Lambayeque,3,4,2022,16.0
01762704711,0176270471101,0.0,1,59,0,Lambayeque,3,3,2022,11.0
01762704711,0176270471102,1190.5,0,24,1,Lambayeque,1,4,2022,13.0
01762704711,0176270471103,0.0,0,20,0,Lambayeque,3,5,2022,13.0
01762801311,0176280131101,209.16666666666666,0,64,1,Lambayeque,1,4,2022,14.0
01762801311,0176280131102,0.0,1,60,0,Lambayeque,3,3,2022,11.0
01762801311,0176280131103,461.1666666666667,0,63,1,Lambayeque,1,2,2022,5.0
01762801711,0176280171101,1348.0833333333333,0,29,1,Lambayeque,1,3,2022,11.0
01762801711,0176280171102,72.16666666666667,1,32,1,Lambayeque,1,3,2022,11.0
01762801711,0176280171106,153.75,1,51,1,Lambayeque,1,3,2022,11.0
01762803111,0176280311101,845.0,0,70,1,Lambayeque,1,3,2022,11.0
01762803111,0176280311102,0.0,0,39,0,Lambayeque,3,1,2022,
01762803611,0176280361101,0.0,1,63,0,Lambayeque,3,5,2022,16.0
01762803911,0176280391101,2210.0833333333335,1,42,0,Lambayeque,1,4,2022,14.0
01762803911,0176280391102,212.33333333333334,0,49,1,Lambayeque,1,3,2022,11.0
01762803911,0176280391103,0.0,0,20,0,Lambayeque,3,5,2022,13.0
01762804711,0176280471101,180.91666666666666,1,67,1,Lambayeque,1,3,2022,11.0
01762804711,0176280471102,0.0,1,18,0,Lambayeque,3,3,2022,11.0
01762900511,0176290051101,226.0,0,65,1,Lambayeque,1,3,2022,11.0
01762903011,0176290301101,0.0,0,59,0,Lambayeque,3,3,2022,11.0
01762903011,0176290301102,0.0,1,59,0,Lambayeque,3,3,2022,11.0
01762903011,0176290301103,0.0,1,26,0,Lambayeque,3,5,2022,16.0
01762904211,0176290421101,1067.75,0,65,1,Lambayeque,1,2,2022,5.0
01762904211,0176290421102,0.0,1,58,1,Lambayeque,1,3,2022,11.0
01762905511,0176290551101,1004.5,0,42,1,Lambayeque,1,4,2022,16.0
01762905511,0176290551102,1104.9166666666667,1,39,1,Lambayeque,1,5,2022,18.0
01762905511,0176290551103,0.0,0,16,0,Lambayeque,3,3,2022,10.0
01762906711,0176290671101,803.5833333333334,0,72,1,Lambayeque,1,3,2022,11.0
01762906711,0176290671102,0.0,1,69,0,Lambayeque,3,3,2022,11.0
01762906711,0176290671103,2262.1666666666665,0,38,0,Lambayeque,1,5,2022,17.0
01762906711,0176290671104,1727.0833333333333,1,37,1,Lambayeque,1,5,2022,16.0
01762906711,0176290671105,0.0,1,21,0,Lambayeque,3,5,2022,15.0
01762906711,0176290671106,0.0,0,18,0,Lambayeque,3,3,2022,11.0
01762908011,0176290801101,0.0,0,66,0,Lambayeque,3,5,2022,16.0
01762910511,0176291051101,0.0,0,72,0,Lambayeque,3,3,2022,10.0
01762910511,0176291051102,0.0,0,16,0,Lambayeque,3,3,2022,9.0
01762911711,0176291171101,0.0,1,81,0,Lambayeque,3,2,2022,5.0
01762911711,0176291171102,0.0,0,56,0,Lambayeque,3,4,2022,15.0
01762911711,0176291171103,1898.6666666666667,0,46,1,Lambayeque,1,4,2022,14.0
01762911711,0176291171104,0.0,1,76,0,Lambayeque,3,2,2022,5.0
01763000911,0176300091101,0.0,1,47,0,Lambayeque,3,1,2022,
01763000911,0176300091102,1815.8333333333333,1,25,1,Lambayeque,1,5,2022,12.0
01763000911,0176300091103,1483.5,1,21,1,Lambayeque,1,3,2022,11.0
01763000911,0176300091104,0.0,1,16,0,Lambayeque,3,3,2022,11.0
01763000911,0176300091105,0.0,0,76,0,Lambayeque,3,2,2022,2.0
01763004311,0176300431101,543.4166666666666,0,35,0,Lambayeque,1,5,2022,17.0
01763004311,0176300431102,3039.1666666666665,0,32,1,Lambayeque,1,4,2022,13.0
01763004711,0176300471101,0.0,0,78,0,Lambayeque,3,2,2022,5.0
01763004711,0176300471102,0.0,1,78,0,Lambayeque,3,2,2022,5.0
01763006012,0176300601201,0.0,1,47,0,Lambayeque,3,5,2022,16.0
01763006012,0176300601202,1245.8333333333333,0,33,1,Lambayeque,1,2,2022,0.0
01763006022,0176300602201,675.1666666666666,1,25,1,Lambayeque,1,5,2022,14.0
01763006022,0176300602202,1142.4166666666667,0,28,1,Lambayeque,1,3,2022,11.0
01763007111,0176300711101,0.0,1,35,0,Lambayeque,3,3,2022,11.0
01763007111,0176300711102,0.0,0,15,0,Lambayeque,3,3,2022,9.0
01763008711,0176300871101,744.75,1,40,1,Lambayeque,1,3,2022,11.0
01763008711,0176300871102,2195.25,0,44,1,Lambayeque,1,3,2022,11.0
01763008711,0176300871103,0.0,1,16,0,Lambayeque,3,3,2022,11.0
01763008711,0176300871104,0.0,0,14,0,Lambayeque,3,3,2022,8.0
01763008711,0176300871105,0.0,0,19,0,Lambayeque,3,3,2022,11.0
01763008711,0176300871106,0.0,1,17,0,Lambayeque,3,3,2022,11.0
01763100111,0176310011101,782.9166666666666,0,57,1,Lambayeque,1,3,2022,11.0
01763100111,0176310011102,2818.8333333333335,1,56,0,Lambayeque,1,5,2022,16.0
01763100111,0176310011103,1976.3333333333333,1,28,0,Lambayeque,1,5,2022,16.0
01763100111,0176310011104,1314.8333333333333,0,24,1,Lambayeque,1,5,2022,16.0
01763100111,0176310011105,0.0,0,15,0,Lambayeque,3,3,2022,8.0
01763100111,0176310011106,0.0,0,15,0,Lambayeque,3,3,2022,8.0
01763102711,0176310271101,1598.0833333333333,0,63,0,Lambayeque,1,2,2022,5.0
01763102711,0176310271102,0.0,1,48,0,Lambayeque,3,2,2022,0.0
01763102711,0176310271103,1043.8333333333333,0,22,1,Lambayeque,1,3,2022,10.0
01763102711,0176310271104,1203.5833333333333,0,29,1,Lambayeque,1,3,2022,11.0
01763103911,0176310391101,787.9166666666666,0,63,1,Lambayeque,1,3,2022,11.0
01763105211,0176310521101,859.75,0,48,1,Lambayeque,1,4,2022,14.0
01763105211,0176310521102,1962.0833333333333,1,43,1,Lambayeque,1,3,2022,11.0
01763105211,0176310521103,456.6666666666667,1,21,1,Lambayeque,1,5,2022,14.0
01763105211,0176310521104,0.0,1,18,0,Lambayeque,3,3,2022,11.0
01763106511,0176310651101,1432.1666666666667,0,36,1,Lambayeque,1,4,2022,13.0
01763106511,0176310651102,0.0,1,33,0,Lambayeque,3,3,2022,11.0
01763107811,0176310781101,0.0,1,59,0,Lambayeque,3,3,2022,11.0
01763200611,0176320061101,473.5833333333333,1,51,1,Lambayeque,1,3,2022,11.0
01763200611,0176320061102,0.0,0,14,0,Lambayeque,2,3,2022,7.0
01763201311,0176320131101,854.0833333333334,0,43,1,Lambayeque,1,3,2022,11.0
01763201311,0176320131102,380.4166666666667,1,40,1,Lambayeque,1,3,2022,11.0
01763201311,0176320131103,0.0,0,17,1,Lambayeque,1,3,2022,9.0
01763201311,0176320131104,854.0833333333334,0,20,1,Lambayeque,1,3,2022,8.0
01763201311,0176320131105,0.0,1,21,0,Lambayeque,3,3,2022,7.0
01763206011,0176320601101,1158.6666666666667,0,34,1,Lambayeque,1,3,2022,11.0
01763206011,0176320601102,175.75,1,30,1,Lambayeque,1,3,2022,11.0
01763208412,0176320841201,1348.5833333333333,0,55,1,Lambayeque,1,4,2022,13.0
01763208412,0176320841202,345.6666666666667,1,52,1,Lambayeque,1,2,2022,0.0
01763208412,0176320841203,0.0,0,14,0,Lambayeque,3,2,2022,0.0
01763208412,0176320841204,0.0,0,14,0,Lambayeque,3,2,2022,0.0
01763208412,0176320841205,972.0833333333334,1,26,1,Lambayeque,1,3,2022,8.0
01763208422,0176320842201,1673.6666666666667,0,33,1,Lambayeque,1,3,2022,10.0
01763208422,0176320842202,0.0,1,31,0,Lambayeque,3,3,2022,9.0
01763215311,0176321531101,0.0,0,66,0,Lambayeque,3,4,2022,16.0
01763215311,0176321531102,0.0,1,71,0,Lambayeque,3,3,2022,11.0
01763301711,0176330171101,5057.166666666667,1,40,0,Lambayeque,1,5,2022,17.0
01763301711,0176330171102,0.0,1,18,0,Lambayeque,3,5,2022,12.0
01763306311,0176330631101,0.0,1,56,0,Lambayeque,3,5,2022,16.0
01763306311,0176330631102,9166.75,0,54,0,Lambayeque,1,5,2022,18.0
01763306311,0176330631103,0.0,0,18,0,Lambayeque,3,5,2022,12.0
01763306311,0176330631104,0.0,1,16,0,Lambayeque,3,3,2022,10.0
01763308511,0176330851101,7149.416666666667,0,65,0,Lambayeque,1,5,2022,18.0
01763308511,0176330851102,6140.75,1,66,0,Lambayeque,1,5,2022,18.0
01763310711,0176331071101,16227.5,0,69,0,Lambayeque,1,5,2022,18.0
01763310711,0176331071102,5939.0,1,62,0,Lambayeque,1,5,2022,18.0
01763310711,0176331071103,332.8333333333333,0,26,0,Lambayeque,1,5,2022,16.0
01763310711,0176331071104,1623.9166666666667,1,44,1,Lambayeque,1,3,2022,11.0
01763400111,0176340011101,0.0,1,77,0,Lambayeque,3,3,2022,9.0
01763400111,0176340011102,1390.5833333333333,0,58,0,Lambayeque,1,4,2022,14.0
01763400111,0176340011103,0.0,0,28,0,Lambayeque,3,2,2022,0.0
01763401611,0176340161101,0.0,1,66,0,Lambayeque,3,3,2022,11.0
01763401611,0176340161102,234.33333333333334,0,38,1,Lambayeque,1,3,2022,11.0
01763403111,0176340311101,1539.0,0,46,1,Lambayeque,1,3,2022,11.0
01763403111,0176340311102,0.0,1,41,0,Lambayeque,3,4,2022,13.0
01763407411,0176340741101,591.75,0,60,1,Lambayeque,1,4,2022,14.0
01763408911,0176340891101,0.0,1,85,0,Lambayeque,3,2,2022,4.0
01763410111,0176341011101,3182.9166666666665,1,48,0,Lambayeque,1,5,2022,18.0
01763410111,0176341011102,947.25,0,52,0,Lambayeque,1,5,2022,16.0
01763410111,0176341011103,0.0,1,20,0,Lambayeque,3,5,2022,13.0
01763410111,0176341011104,0.0,0,17,0,Lambayeque,3,3,2022,11.0
01763410111,0176341011105,0.0,1,76,0,Lambayeque,3,3,2022,11.0
01763410111,0176341011106,2037.4166666666667,1,69,0,Lambayeque,1,3,2022,11.0
01763410111,0176341011107,0.0,1,66,0,Lambayeque,3,3,2022,11.0
01763411711,0176341171101,0.0,0,70,1,Lambayeque,1,2,2022,2.0
01763411711,0176341171102,1397.4166666666667,1,71,1,Lambayeque,1,3,2022,8.0
01763413211,0176341321101,0.0,1,48,0,Lambayeque,3,4,2022,14.0
01763413211,0176341321102,2514.5,0,28,1,Lambayeque,1,5,2022,16.0
01763500511,0176350051101,1267.5,0,50,1,Lambayeque,1,4,2022,14.0
01763500511,0176350051102,430.6666666666667,1,48,1,Lambayeque,1,4,2022,14.0
01763500511,0176350051103,0.0,1,23,0,Lambayeque,3,5,2022,13.0
01763500511,0176350051104,0.0,1,18,0,Lambayeque,3,3,2022,11.0
01763502611,0176350261101,2221.0833333333335,0,53,0,Lambayeque,1,3,2022,11.0
01763502611,0176350261102,406.3809407552083,1,65,1,Lambayeque,1,3,2022,11.0
01763502611,0176350261103,0.0,0,30,0,Lambayeque,3,5,2022,15.0
01763502611,0176350261104,704.75,0,34,1,Lambayeque,1,3,2022,11.0
01763502611,0176350261105,1098.1666666666667,0,25,1,Lambayeque,1,3,2022,11.0
01763504711,0176350471101,869.1666666666666,0,39,1,Lambayeque,1,4,2022,14.0
01763504711,0176350471102,1859.6666666666667,1,38,1,Lambayeque,1,2,2022,0.0
01763508711,0176350871101,0.0,0,79,0,Lambayeque,3,2,2022,5.0
01763508711,0176350871102,0.0,1,77,0,Lambayeque,3,2,2022,5.0
01763510811,0176351081101,1268.5,0,47,1,Lambayeque,1,2,2022,0.0
01763510811,0176351081102,862.5833333333334,1,44,1,Lambayeque,1,2,2022,0.0
01763510811,0176351081103,0.0,1,17,1,Lambayeque,1,3,2022,11.0
01763512911,0176351291101,0.0,1,51,0,Lambayeque,3,5,2022,16.0
01763512911,0176351291102,0.0,0,94,0,Lambayeque,3,2,2022,3.0
01763512911,0176351291103,0.0,1,93,0,Lambayeque,3,2,2022,3.0
01763600111,0176360011101,3152.5,0,58,1,Lambayeque,1,4,2022,12.0
01763600111,0176360011102,0.0,1,57,0,Lambayeque,3,2,2022,6.0
01763600111,0176360011103,1016.9166666666666,0,24,1,Lambayeque,1,5,2022,16.0
01763600111,0176360011104,439.0833333333333,1,22,1,Lambayeque,1,5,2022,13.0
01763602311,0176360231101,2659.3333333333335,0,50,1,Lambayeque,1,3,2022,11.0
01763602311,0176360231102,0.0,1,14,0,Lambayeque,3,3,2022,8.0
01763604411,0176360441101,1051.0833333333333,0,21,1,Lambayeque,1,3,2022,11.0
01763606611,0176360661101,2319.8333333333335,0,50,0,Lambayeque,1,2,2022,0.0
01763606611,0176360661102,0.0,1,39,0,Lambayeque,3,3,2022,9.0
01763606611,0176360661104,0.0,1,19,0,Lambayeque,3,3,2022,11.0
01763608711,0176360871101,2056.25,0,34,1,Lambayeque,1,3,2022,11.0
01763608711,0176360871102,0.0,1,28,0,Lambayeque,3,3,2022,11.0
01763608711,0176360871104,2113.25,0,32,1,Lambayeque,1,3,2022,11.0
01763613011,0176361301101,0.0,0,90,0,Lambayeque,3,2,2022,0.0
01763613011,0176361301102,0.0,1,78,0,Lambayeque,3,3,2022,9.0
01763702611,0176370261101,269.1666666666667,0,76,1,Lambayeque,1,3,2022,11.0
01763702611,0176370261102,0.0,1,75,0,Lambayeque,3,3,2022,11.0
01763702611,0176370261103,2278.5,0,45,0,Lambayeque,1,5,2022,16.0
01763702611,0176370261104,2474.9166666666665,1,41,0,Lambayeque,1,4,2022,14.0
01763705311,0176370531101,0.0,1,68,0,Lambayeque,3,1,2022,
01763705311,0176370531102,0.0,0,76,0,Lambayeque,3,2,2022,0.0
01763705311,0176370531103,2104.5833333333335,0,46,0,Lambayeque,1,3,2022,11.0
01763705311,0176370531104,1748.75,0,40,0,Lambayeque,1,3,2022,11.0
01763706511,0176370651101,2061.9166666666665,0,31,1,Lambayeque,1,3,2022,11.0
01763706511,0176370651102,0.0,1,33,0,Lambayeque,3,3,2022,11.0
01763709211,0176370921101,0.0,1,59,0,Lambayeque,3,3,2022,11.0
01763800111,0176380011101,2594.4166666666665,0,44,0,Lambayeque,1,4,2022,16.0
01763800111,0176380011102,0.0,1,43,0,Lambayeque,3,4,2022,16.0
01763800111,0176380011103,0.0,0,18,0,Lambayeque,3,3,2022,11.0
01763800111,0176380011104,0.0,1,18,0,Lambayeque,3,3,2022,11.0
01763801311,0176380131101,992.5833333333334,1,46,1,Lambayeque,1,2,2022,0.0
01763801311,0176380131102,1814.0,0,22,1,Lambayeque,1,3,2022,11.0
01763801311,0176380131103,894.25,0,16,1,Lambayeque,1,2,2022,0.0
01763802512,0176380251201,830.25,0,52,1,Lambayeque,1,3,2022,9.0
01763802512,0176380251202,2305.75,1,44,1,Lambayeque,1,2,2022,0.0
01763802512,0176380251205,2013.25,0,23,1,Lambayeque,1,3,2022,8.0
01763802512,0176380251206,0.0,1,16,0,Lambayeque,3,3,2022,10.0
01763802522,0176380252201,0.0,1,25,0,Lambayeque,3,4,2022,14.0
01763802522,0176380252202,1285.75,0,32,1,Lambayeque,1,4,2022,13.0
01763806211,0176380621101,0.0,1,39,0,Lambayeque,2,3,2022,9.0
01763806211,0176380621102,0.0,1,18,0,Lambayeque,3,5,2022,12.0
01763806211,0176380621104,0.0,0,41,0,Lambayeque,2,3,2022,11.0
01763807311,0176380731101,545.4166666666666,0,55,1,Lambayeque,1,2,2022,6.0
01763807311,0176380731102,0.0,1,66,0,Lambayeque,3,1,2022,
01763807311,0176380731103,924.75,1,38,1,Lambayeque,1,5,2022,16.0
01763900411,0176390041101,1340.3333333333333,0,41,1,Lambayeque,1,3,2022,11.0
01763900411,0176390041102,3784.9166666666665,0,22,0,Lambayeque,1,4,2022,12.0
01763900411,0176390041103,2631.4166666666665,1,19,1,Lambayeque,1,3,2022,11.0
01763900411,0176390041104,176.5,1,69,1,Lambayeque,1,1,2022,
01763900411,0176390041105,0.0,1,28,0,Lambayeque,3,1,2022,
01763901211,0176390121101,2248.3333333333335,0,36,0,Lambayeque,1,4,2022,13.0
01763901211,0176390121102,0.0,1,33,0,Lambayeque,3,2,2022,0.0
01763903511,0176390351101,0.0,1,36,0,Lambayeque,3,4,2022,14.0
01763903511,0176390351102,2147.5833333333335,0,36,0,Lambayeque,1,3,2022,8.0
01763903511,0176390351103,85.08333333333333,0,16,1,Lambayeque,1,3,2022,8.0
01763904111,0176390411101,212.75,1,55,1,Lambayeque,1,2,2022,0.0
01763904111,0176390411102,0.0,1,19,0,Lambayeque,2,3,2022,11.0
01763904111,0176390411103,1425.6666666666667,1,17,1,Lambayeque,1,3,2022,11.0
01763904111,0176390411104,0.0,0,15,0,Lambayeque,3,3,2022,8.0
01763905011,0176390501101,1845.25,0,39,0,Lambayeque,1,3,2022,11.0
01763905011,0176390501102,531.75,1,32,1,Lambayeque,1,4,2022,14.0
01764001311,0176400131101,4633.416666666667,0,63,0,Lambayeque,1,5,2022,16.0
01764001311,0176400131102,0.0,1,57,0,Lambayeque,3,5,2022,16.0
01764001311,0176400131103,0.0,0,23,0,Lambayeque,3,5,2022,16.0
01764001311,0176400131104,0.0,1,21,0,Lambayeque,3,5,2022,14.0
01764002711,0176400271101,195.25,1,80,1,Lambayeque,1,2,2022,6.0
01764002711,0176400271102,2594.3333333333335,1,52,0,Lambayeque,1,5,2022,16.0
01764002711,0176400271103,8594.166666666666,1,50,0,Lambayeque,1,5,2022,18.0
01764004011,0176400401101,0.0,0,78,0,Lambayeque,3,2,2022,3.0
01764004011,0176400401102,0.0,1,71,0,Lambayeque,3,4,2022,15.0
01764004011,0176400401103,0.0,1,81,0,Lambayeque,3,2,2022,5.0
01764005411,0176400541101,0.0,0,79,0,Lambayeque,3,4,2022,14.0
01764005411,0176400541102,0.0,1,73,0,Lambayeque,3,4,2022,14.0
01764006711,0176400671101,1464.1666666666667,0,78,0,Lambayeque,1,5,2022,16.0
01764006711,0176400671102,0.0,1,75,0,Lambayeque,3,3,2022,11.0
01764006711,0176400671103,2524.0833333333335,0,37,0,Lambayeque,1,5,2022,16.0
01764009411,0176400941101,1623.75,0,31,0,Lambayeque,1,4,2022,14.0
01764009411,0176400941102,1464.1666666666667,1,28,1,Lambayeque,1,3,2022,11.0
01764012111,0176401211101,834.5833333333334,0,66,0,Lambayeque,1,5,2022,15.0
01764013511,0176401351101,0.0,0,73,0,Lambayeque,3,5,2022,16.0
01764100311,0176410031101,0.0,1,56,0,Lambayeque,3,5,2022,18.0
01764100311,0176410031102,0.0,1,90,0,Lambayeque,3,2,2022,5.0
01764101611,0176410161101,65.41666666666667,1,70,1,Lambayeque,1,3,2022,11.0
01764101611,0176410161102,0.0,0,93,0,Lambayeque,3,2,2022,5.0
01764104111,0176410411101,0.0,0,46,1,Lambayeque,1,3,2022,11.0
01764104111,0176410411102,1205.75,1,49,0,Lambayeque,1,4,2022,14.0
01764106711,0176410671101,3164.6666666666665,0,78,0,Lambayeque,1,3,2022,11.0
01764106711,0176410671102,0.0,1,68,0,Lambayeque,3,3,2022,9.0
01764106711,0176410671103,0.0,0,34,1,Lambayeque,1,5,2022,16.0
01764107911,0176410791101,1633.0833333333333,1,33,1,Lambayeque,1,3,2022,9.0
01764109211,0176410921101,0.0,1,70,0,Lambayeque,3,3,2022,11.0
01764109211,0176410921102,0.0,1,85,0,Lambayeque,3,2,2022,5.0
01764110511,0176411051101,684.5833333333334,1,62,1,Lambayeque,1,3,2022,9.0
01764110511,0176411051102,0.0,0,24,0,Lambayeque,3,5,2022,14.0
01764110511,0176411051103,0.0,1,22,0,Lambayeque,3,3,2022,11.0
01764111811,0176411181101,3021.25,1,54,1,Lambayeque,1,3,2022,11.0
01764111811,0176411181102,0.0,1,25,0,Lambayeque,2,5,2022,16.0
01764200811,0176420081101,1265.8333333333333,0,66,1,Lambayeque,1,3,2022,11.0
01764200811,0176420081102,0.0,1,64,0,Lambayeque,3,3,2022,11.0
01764200811,0176420081103,791.1666666666666,0,41,1,Lambayeque,1,3,2022,10.0
01764202111,0176420211101,470.5,0,69,1,Lambayeque,1,5,2022,12.0
01764204011,0176420401101,1292.25,0,42,1,Lambayeque,1,5,2022,12.0
01764207311,0176420731101,1396.4166666666667,0,59,0,Lambayeque,1,3,2022,11.0
01764207311,0176420731102,0.0,1,57,0,Lambayeque,2,3,2022,11.0
01764207311,0176420731103,1160.4166666666667,0,30,1,Lambayeque,1,5,2022,15.0
01764207311,0176420731104,0.0,1,25,0,Lambayeque,3,5,2022,13.0
01764208911,0176420891101,0.0,1,79,0,Lambayeque,3,2,2022,3.0
01764210611,0176421061101,846.0833333333334,1,57,1,Lambayeque,1,3,2022,7.0
01764210611,0176421061102,2118.25,1,31,1,Lambayeque,1,3,2022,11.0
01764300711,0176430071101,3417.8333333333335,0,48,0,Lambayeque,1,5,2022,16.0
01764300711,0176430071102,185.5,1,66,1,Lambayeque,1,2,2022,3.0
01764303512,0176430351201,342.5833333333333,0,73,1,Lambayeque,1,3,2022,11.0
01764303512,0176430351202,0.0,1,70,0,Lambayeque,3,3,2022,9.0
01764303512,0176430351203,0.0,1,28,0,Lambayeque,3,6,2022,0.0
01764303522,0176430352201,664.0,0,31,1,Lambayeque,1,3,2022,9.0
01764303522,0176430352202,0.0,1,25,0,Lambayeque,3,3,2022,11.0
01764304811,0176430481101,0.0,1,62,0,Lambayeque,3,3,2022,8.0
01764304811,0176430481102,0.0,1,27,0,Lambayeque,3,4,2022,14.0
01764304811,0176430481103,2818.6666666666665,0,27,0,Lambayeque,1,4,2022,14.0
01764306211,0176430621101,1251.0,0,69,0,Lambayeque,1,2,2022,5.0
01764306211,0176430621102,0.0,1,66,0,Lambayeque,3,2,2022,1.0
01764306211,0176430621103,1276.5,1,36,0,Lambayeque,1,4,2022,14.0
01764306211,0176430621104,783.0,0,39,1,Lambayeque,1,3,2022,11.0
01764307711,0176430771101,0.0,0,69,0,Lambayeque,3,3,2022,11.0
01764307711,0176430771102,0.0,1,69,0,Lambayeque,3,2,2022,5.0
01764309111,0176430911101,0.0,1,55,0,Lambayeque,3,5,2022,16.0
01764309111,0176430911102,570.8333333333334,0,23,1,Lambayeque,1,5,2022,14.0
01764309111,0176430911103,0.0,0,19,0,Lambayeque,3,3,2022,11.0
01764400211,0176440021101,5499.416666666667,0,34,0,Lambayeque,1,4,2022,14.0
01764400211,0176440021102,0.0,1,35,1,Lambayeque,1,4,2022,13.0
01764400211,0176440021103,0.0,0,14,0,Lambayeque,3,3,2022,7.0
01764402211,0176440221101,221.0,1,41,1,Lambayeque,1,3,2022,10.0
01764402211,0176440221102,2511.1666666666665,0,35,1,Lambayeque,1,3,2022,8.0
01764402211,0176440221103,386.5833333333333,0,17,1,Lambayeque,1,3,2022,11.0
01764402211,0176440221105,0.0,1,20,0,Lambayeque,3,3,2022,10.0
01764406213,0176440621301,0.0,0,69,0,Lambayeque,3,2,2022,5.0
01764406213,0176440621302,598.6666666666666,1,66,1,Lambayeque,1,2,2022,0.0
01764406213,0176440621303,1920.5,1,40,0,Lambayeque,1,3,2022,11.0
01764406213,0176440621304,121.5,0,20,1,Lambayeque,1,4,2022,13.0
